slipping and sliding	| I went to the beach with my friends. I went to the water slide. I went to the slide with my friends. We went down the slide very slowly. When we were down , I got a little carried away.
bad haircut	| I really love my haircut. Today I had a very bad haircut. I had to go to the doctor. The doctor gave me a treatment to make it better. I think my haircut needs to be better.
apraxia	| The man had a panic attack. He took anesthetics. He had a talk with a doctor. The doctor prescribed him an anti-anxiety medication. The man felt better after treatment.
laptop death	| Tom was driving home from work. He was trying to go up a hill. Suddenly he lost control of the car. He crashed into a tree. Tom was killed instantly.
walk	| The man walked to work. He was in the middle of the street. Traffic was backed up. He was late for work. He decided to walk.
remodeling the restroom	| I was working on the bathroom last week. It was a huge project. I had to remodel a huge part of the restroom. The project took a lot of time. It took a long time because of all the work.
tv	| I wanted to watch my favorite show. The tv was out of range. I went to the store. They had the TV for sale. I bought the TV.
wet socks	| Tom's socks were wet when he got home. He washed them. They were dry. Then he put them back on. The socks were wet again when he got home.
broken umbrella	| Tom's umbrella broke on the way to work. It was a long car ride. Tom's girlfriend got off at work. She needed to check. Tom had to keep going for an hour to see if it was fixed.
too small print	| Jane was shopping at the mall. She wanted a dress that fit her. She found a dress that was too small. She was told it was in the store's sizes. She was disappointed.
the same card	| I had a card in my wallet. I had forgotten it but it was there. My card was in the same wallet. I had to pay for it. I left it on the counter and went home.
grounded	| I was always grounded from home. It was because I was a bad child. I was always acting out. I couldn't control it. I got grounded for a month.
dirty couch	| I was sitting in my couch. It was so dirty. I had to clean it. I put on a robe. It looked great. <|endoftext|>>
ken catches the rat	| Jin was sitting at home. He was going to play video games. He noticed a rat on his computer. Jin jumped up and kicked the mouse. The rat fell on the floor.
the loud music	| One day , the music from the radio was too loud in my house. My wife and I started to scream and yell. It was so loud that we could hear the other dogs barking. We called the police who came to our house. Eventually , they calmed us down.
period pains	| Tim was so tired that he couldn't sleep. He was in a bad mood because he was getting tired. He started to feel pain in his body. He went to the doctor. He discovered he had back pain. <|endoftext|>>
action movies	| Tim was into action movies. He went to see a big one last weekend. He had the best time. He asked his friend to go with him. They had a blast.
new store	| I went to a new store yesterday. I had never been to a store before. I was not sure what to get. I bought a large soda. I ate it and it was delicious. <|endoftext|>>
the snake	| Gina's family was watching the news. There was a report about a snake in a pond. Gina's mom told her a snake was on the loose in the pond. She got a flashlight and followed the snake. The snake escaped into the pond.
airplanes	| I took my daughter to see the Air Force Academy. She was excited to see the first airplane. When she saw it she was very impressed. The instructor made her stand in front of the airplane. She was amazed.
